"ID","Name","RA","DEC","Obj. Type","Redshift","Host Name","Host Redshift","Reporting Group/s","Discovery Data Source/s","Classifying Group/s","Associated Group/s","Disc. Internal Name","Disc. Instrument/s","Class. Instrument/s","TNS AT","Public","End Prop. Period","Discovery Mag/Flux","Discovery Filter","Discovery Date (UT)","Sender","Remarks","Ext. catalog/s"
"3865","SN 2006ol","23:28:07.190","+00:51:22.90","SN Ia","","Anon.           ","","","","","","","","","0","1","","21.6","","2006-11-01 00:00:00.000","","[Discoverer=Sloan Digital Sky Survey II; DiscoveryRef=CBET 745; PositionRef=CBET  745; Orig Type=Ia   ]",""
"3864","SN 2006ok","01:07:28.339","-00:16:09.70","SN Ia","","Anon.           ","","","","","","","","","0","1","","21.8","","2006-11-01 00:00:00.000","","[Discoverer=Sloan Digital Sky Survey II; DiscoveryRef=CBET 745; PositionRef=CBET  745; Orig Type=Ia   ]",""
"3863","SN 2006oj","01:08:49.301","-00:59:22.42","SN Ia","","Anon.           ","","","","","","","","","0","1","","22.2","","2006-10-31 00:00:00.000","","[Discoverer=Sloan Digital Sky Survey II; DiscoveryRef=CBET 745; PositionRef=CBET  745; Orig Type=Ia   ]",""
"3862","SN 2006oi","00:35:53.050","+00:15:30.31","SN Ia","","Anon.           ","","","","","","","","","0","1","","22.3","","2006-10-31 00:00:00.000","","[Discoverer=Sloan Digital Sky Survey II; DiscoveryRef=CBET 745; PositionRef=CBET  745; Orig Type=Ia   ]",""
"3861","SN 2006oh","23:41:12.480","-01:06:20.92","SN Ia","","Anon.           ","","","","","","","","","0","1","","22.2","","2006-10-29 00:00:00.000","","[Discoverer=Sloan Digital Sky Survey II; DiscoveryRef=CBET 745; PositionRef=CBET  745; Orig Type=Ia   ]",""
"3860","SN 2006og","20:12:04.270","+00:34:14.20","SN Ia","","Anon.           ","","","","","","","","","0","1","","21.8","","2006-10-29 00:00:00.000","","[Discoverer=Sloan Digital Sky Survey II; DiscoveryRef=CBET 745; PositionRef=CBET  745; Orig Type=Ia   ]",""
"3859","SN 2006of","00:32:25.860","-01:03:14.40","SN Ia","","Anon.           ","","","","","","","","","0","1","","21.5","","2006-10-29 00:00:00.000","","[Discoverer=Sloan Digital Sky Survey II; DiscoveryRef=CBET 745; PositionRef=CBET  745; Orig Type=Ia   ]",""
"3858","SN 2006oe","23:21:27.000","+01:07:56.89","SN Ia","","Anon.           ","","","","","","","","","0","1","","22","","2006-10-28 00:00:00.000","","[Discoverer=Sloan Digital Sky Survey II; DiscoveryRef=CBET 745; PositionRef=CBET  745; Orig Type=Ia   ]",""
"3857","SN 2006od","02:07:54.310","-00:32:07.40","SN Ia","","Anon.           ","","","","","","","","","0","1","","22.1","","2006-10-23 00:00:00.000","","[Discoverer=Sloan Digital Sky Survey II; DiscoveryRef=CBET 745; PositionRef=CBET  745; Orig Type=Ia   ]",""
"3856","SN 2006oc","23:02:48.350","-00:52:35.11","SN Ia","","Anon.           ","","","","","","","","","0","1","","22.3","","2006-10-17 00:00:00.000","","[Discoverer=Sloan Digital Sky Survey II; DiscoveryRef=CBET 745; PositionRef=CBET  745; Orig Type=Ia   ]",""
"3855","SN 2006ob","01:51:48.110","+00:15:48.31","SN Ia","","Anon.           ","","","","","","","","","0","1","","19.9","","2006-11-13 00:00:00.000","","[Discoverer=Sloan Digital Sky Survey II; DiscoveryRef=CBET 743; PositionRef=IAUC 8778; Orig Type=Ia   ]",""
"3854","SN 2006oa","21:23:42.941","-00:50:36.49","SN Ia","","Anon.           ","","","","","","","","","0","1","","20.7","","2006-11-11 00:00:00.000","","[Discoverer=Sloan Digital Sky Survey II; DiscoveryRef=CBET 743; PositionRef=CBET  743; Orig Type=Ia   ]",""
"3852","SN 2006nz","00:56:29.210","-01:13:36.08","SN Ia","","Anon.           ","","","","","","","","","0","1","","19.8","","2006-11-08 00:00:00.000","","[Discoverer=Sloan Digital Sky Survey II; DiscoveryRef=CBET 743; PositionRef=CBET  743; Orig Type=Ia   ]",""
"3849","SN 2006nw","02:02:55.949","-00:32:01.90","SN Ia","","Anon.           ","","","","","","","","","0","1","","21.3","","2006-10-31 00:00:00.000","","[Discoverer=Sloan Digital Sky Survey II; DiscoveryRef=CBET 743; PositionRef=CBET  743; Orig Type=Ia   ]",""
"3848","SN 2006nv","00:12:29.861","-00:58:38.21","SN Ia","","Anon.           ","","","","","","","","","0","1","","22.1","","2006-10-28 00:00:00.000","","[Discoverer=Sloan Digital Sky Survey II; DiscoveryRef=CBET 743; PositionRef=CBET  743; Orig Type=Ia   ]",""
"3847","SN 2006nu","22:43:19.001","+00:15:46.51","SN Ia","","Anon.           ","","","","","","","","","0","1","","21.9","","2006-10-21 00:00:00.000","","[Discoverer=Sloan Digital Sky Survey II; DiscoveryRef=CBET 743; PositionRef=CBET  743; Orig Type=Ia   ]",""
"3846","SN 2006nt","02:53:58.910","+00:59:13.09","SN Ia","","Anon.           ","","","","","","","","","0","1","","22","","2006-10-20 00:00:00.000","","[Discoverer=Sloan Digital Sky Survey II; DiscoveryRef=CBET 743; PositionRef=CBET  743; Orig Type=Ia   ]",""
"3844","SN 2006nr","05:56:23.510","+85:54:38.81","SN Ia","","UGC 3336        ","","","","","","","","","0","1","","15.8","","2006-10-26 00:00:00.000","","[Discoverer=Puckett, Pelloni; DiscoveryRef=CBET 742; PositionRef=IAUC 8778; Orig Type=Ia   ]",""
"3842","SN 2006np","03:06:39.480","+00:03:50.51","SN Ia","","Anon.           ","","","","","","","","","0","1","","21","","2006-11-10 00:00:00.000","","[Discoverer=Sloan Digital Sky Survey II; DiscoveryRef=CBET 740; PositionRef=CBET  740; Orig Type=Ia   ]",""
"3841","SN 2006no","22:08:21.439","-01:08:55.72","SN Ia","","Anon.           ","","","","","","","","","0","1","","21.4","","2006-10-29 00:00:00.000","","[Discoverer=Sloan Digital Sky Survey II; DiscoveryRef=CBET 740; PositionRef=CBET  740; Orig Type=Ia   ]",""
"3840","SN 2006nn","01:45:41.021","-01:03:15.80","SN Ia","","Anon.           ","","","","","","","","","0","1","","22.4","","2006-10-29 00:00:00.000","","[Discoverer=Sloan Digital Sky Survey II; DiscoveryRef=CBET 740; PositionRef=CBET  740; Orig Type=Ia   ]",""
"3839","SN 2006nm","23:12:39.379","+00:16:00.98","SN Ia","","Anon.           ","","","","","","","","","0","1","","22.5","","2006-10-28 00:00:00.000","","[Discoverer=Sloan Digital Sky Survey II; DiscoveryRef=CBET 740; PositionRef=CBET  740; Orig Type=Ia   ]",""
"3838","SN 2006nl","02:01:44.710","-01:01:56.71","SN Ia","","Anon.           ","","","","","","","","","0","1","","21.8","","2006-10-28 00:00:00.000","","[Discoverer=Sloan Digital Sky Survey II; DiscoveryRef=CBET 740; PositionRef=CBET  740; Orig Type=Ia   ]",""
"3837","SN 2006nk","02:56:16.610","-00:24:38.81","SN Ia","","Anon.           ","","","","","","","","","0","1","","21.7","","2006-10-27 00:00:00.000","","[Discoverer=Sloan Digital Sky Survey II; DiscoveryRef=CBET 740; PositionRef=CBET  740; Orig Type=Ia   ]",""
"3836","SN 2006nj","01:24:28.231","+00:04:27.80","SN Ia","","Anon.           ","","","","","","","","","0","1","","22.6","","2006-10-22 00:00:00.000","","[Discoverer=Sloan Digital Sky Survey II; DiscoveryRef=CBET 740; PositionRef=CBET  740; Orig Type=Ia   ]",""
"3835","SN 2006ni","20:54:52.409","-00:11:41.39","SN Ia","","Anon.           ","","","","","","","","","0","1","","22.9","","2006-10-21 00:00:00.000","","[Discoverer=Sloan Digital Sky Survey II; DiscoveryRef=CBET 740; PositionRef=CBET  740; Orig Type=Ia   ]",""
"3834","SN 2006nh","02:40:50.570","+00:39:31.61","SN Ia","","Anon.           ","","","","","","","","","0","1","","23","","2006-10-21 00:00:00.000","","[Discoverer=Sloan Digital Sky Survey II; DiscoveryRef=CBET 740; PositionRef=CBET  740; Orig Type=Ia   ]",""
"3833","SN 2006ng","00:22:07.270","-00:05:44.30","SN Ia","","Anon.           ","","","","","","","","","0","1","","22.4","","2006-10-21 00:00:00.000","","[Discoverer=Sloan Digital Sky Survey II; DiscoveryRef=CBET 740; PositionRef=CBET  740; Orig Type=Ia   ]",""
"3832","SN 2006nf","00:01:29.959","+00:16:33.49","SN Ia","","Anon.           ","","","","","","","","","0","1","","22.9","","2006-10-17 00:00:00.000","","[Discoverer=Sloan Digital Sky Survey II; DiscoveryRef=CBET 740; PositionRef=CBET  740; Orig Type=Ia   ]",""
"3831","SN 2006ne","01:13:37.841","+00:25:25.90","SN Ia","","Anon.           ","","","","","","","","","0","1","","21.1","","2006-11-08 00:00:00.000","","[Discoverer=Sloan Digital Sky Survey II; DiscoveryRef=CBET 735; PositionRef=CBET  735; Orig Type=Ia   ]",""
"3830","SN 2006nd","22:44:59.059","-01:00:23.80","SN Ia","","Anon.           ","","","","","","","","","0","1","","22.1","","2006-10-28 00:00:00.000","","[Discoverer=Sloan Digital Sky Survey II; DiscoveryRef=CBET 735; PositionRef=CBET  735; Orig Type=Ia   ]",""
"3829","SN 2006nc","00:55:22.500","-00:23:19.72","SN Ia","","Anon.           ","","","","","","","","","0","1","","21.5","","2006-10-27 00:00:00.000","","[Discoverer=Sloan Digital Sky Survey II; DiscoveryRef=CBET 735; PositionRef=CBET  735; Orig Type=Ia   ]",""
"3828","SN 2006nb","02:26:53.400","-00:19:40.12","SN Ia","","Anon.           ","","","","","","","","","0","1","","22.8","","2006-10-22 00:00:00.000","","[Discoverer=Sloan Digital Sky Survey II; DiscoveryRef=CBET 735; PositionRef=CBET  735; Orig Type=Ia   ]",""
"3827","SN 2006na","02:11:19.070","-00:59:53.70","SN Ia","","Anon.           ","","","","","","","","","0","1","","22","","2006-10-21 00:00:00.000","","[Discoverer=Sloan Digital Sky Survey II; DiscoveryRef=CBET 735; PositionRef=CBET  735; Orig Type=Ia   ]",""
"3825","SN 2006mz","21:10:34.810","-00:07:23.48","SN Ia","","Anon.           ","","","","","","","","","0","1","","22.5","","2006-10-17 00:00:00.000","","[Discoverer=Sloan Digital Sky Survey II; DiscoveryRef=CBET 735; PositionRef=CBET  735; Orig Type=Ia   ]",""
"3823","SN 2006mx","20:03:27.331","+00:34:12.79","SN Ia","","Anon.           ","","","","","","","","","0","1","","21.2","","2006-10-24 00:00:00.000","","[Discoverer=Sloan Digital Sky Survey II; DiscoveryRef=CBET 726; PositionRef=CBET  726; Orig Type=Ia?  ]",""
"3822","SN 2006mw","03:25:08.470","-00:02:26.09","SN Ia","","Anon.           ","","","","","","","","","0","1","","22.1","","2006-10-21 00:00:00.000","","[Discoverer=Sloan Digital Sky Survey II; DiscoveryRef=CBET 726; PositionRef=CBET  726; Orig Type=Ia?  ]",""
"3821","SN 2006mv","02:30:55.459","+00:56:46.72","SN Ia","","Anon.           ","","","","","","","","","0","1","","21.9","","2006-10-20 00:00:00.000","","[Discoverer=Sloan Digital Sky Survey II; DiscoveryRef=CBET 726; PositionRef=CBET  726; Orig Type=Ia   ]",""
"3820","SN 2006mu","22:24:00.679","+00:49:16.90","SN Ia","","Anon.           ","","","","","","","","","0","1","","21.2","","2006-10-17 00:00:00.000","","[Discoverer=Sloan Digital Sky Survey II; DiscoveryRef=CBET 726; PositionRef=CBET  726; Orig Type=Ia?  ]",""
"3819","SN 2006mt","00:59:31.121","-00:15:23.51","SN Ia","","Anon.           ","","","","","","","","","0","1","","22","","2006-10-16 00:00:00.000","","[Discoverer=Sloan Digital Sky Survey II; DiscoveryRef=CBET 726; PositionRef=CBET  726; Orig Type=Ia   ]",""
"3817","SN 2006mr","03:22:42.840","-37:12:28.51","SN Ia","","NGC 1316        ","","","","","","","","","0","1","","15.6","","2006-11-05 00:00:00.000","","[Discoverer=Monard; DiscoveryRef=CBET 723; PositionRef=IAUC 8771; Orig Type=Ia   ]",""
"3816","SN 2006mq","08:06:12.391","-27:33:45.40","SN Ia","","ESO 494-G26     ","","","","","","","","","0","1","","12.7","","2006-10-22 00:00:00.000","","[Discoverer=LOSS; DiscoveryRef=CBET 721; PositionRef=IAUC 8771; Orig Type=Ia   ]",""
"3815","SN 2006mp","17:12:00.199","+46:33:20.81","SN Ia","","MCG +08-31-29   ","","","","","","","","","0","1","","16.9","","2006-11-03 00:00:00.000","","[Discoverer=Puckett, Gagliano; DiscoveryRef=CBET 720; PositionRef=IAUC 8771; Orig Type=Ia   ]",""
"3814","SN 2006mo","00:46:38.551","+36:19:57.79","SN Ia","","MCG +06-02-17   ","","","","","","","","","0","1","","18.2","","2006-11-01 00:00:00.000","","[Discoverer=LOSS; DiscoveryRef=CBET 719; PositionRef=IAUC 8771; Orig Type=Ia   ]",""
"3813","SN 2006mn","01:07:48.389","-00:06:35.50","SN Ia","","Anon.           ","","","","","","","","","0","1","","23","","2006-10-23 00:00:00.000","","[Discoverer=ESSENCE; DiscoveryRef=CBET 717; PositionRef=CBET  717; Orig Type=Ia   ]",""
"3812","SN 2006mm","01:08:48.660","+00:17:22.42","SN Ia","","Anon.           ","","","","","","","","","0","1","","22.9","","2006-10-21 00:00:00.000","","[Discoverer=ESSENCE; DiscoveryRef=CBET 717; PositionRef=CBET  717; Orig Type=Ia   ]",""
"3811","SN 2006ml","01:08:43.980","-00:31:36.59","SN Ia","","Anon.           ","","","","","","","","","0","1","","22.9","","2006-10-21 00:00:00.000","","[Discoverer=ESSENCE; DiscoveryRef=CBET 717; PositionRef=CBET  717; Orig Type=Ia   ]",""
"3810","SN 2006mk","02:30:16.910","-08:40:47.32","SN Ia","","Anon.           ","","","","","","","","","0","1","","22.4","","2006-10-19 00:00:00.000","","[Discoverer=ESSENCE; DiscoveryRef=CBET 717; PositionRef=CBET  717; Orig Type=Ia   ]",""
"3809","SN 2006mj","02:09:03.041","-03:28:27.80","SN Ia","","Anon.           ","","","","","","","","","0","1","","23.1","","2006-10-19 00:00:00.000","","[Discoverer=ESSENCE; DiscoveryRef=CBET 717; PositionRef=CBET  717; Orig Type=Ia   ]",""
"3808","SN 2006mi","02:05:55.039","-04:00:53.21","SN Ia","","Anon.           ","","","","","","","","","0","1","","23.4","","2006-10-19 00:00:00.000","","[Discoverer=ESSENCE; DiscoveryRef=CBET 717; PositionRef=CBET  717; Orig Type=Ia   ]",""
"3807","SN 2006mh","01:15:13.390","+00:23:57.30","SN Ia","","Anon.           ","","","","","","","","","0","1","","22","","2006-10-17 00:00:00.000","","[Discoverer=ESSENCE; DiscoveryRef=CBET 717; PositionRef=CBET  717; Orig Type=Ia   ]",""
"3806","SN 2006mg","02:31:37.750","-08:06:40.21","SN Ia","","Anon.           ","","","","","","","","","0","1","","22","","2006-10-15 00:00:00.000","","[Discoverer=ESSENCE; DiscoveryRef=CBET 717; PositionRef=CBET  717; Orig Type=Ia   ]",""
"3805","SN 2006mf","02:30:37.320","-07:57:04.39","SN Ia","","Anon.           ","","","","","","","","","0","1","","20.9","","2006-10-15 00:00:00.000","","[Discoverer=ESSENCE; DiscoveryRef=CBET 717; PositionRef=CBET  717; Orig Type=Ia   ]",""
"3804","SN 2006me","01:14:47.191","+00:10:13.30","SN Ia","","Anon.           ","","","","","","","","","0","1","","22.5","","2006-10-15 00:00:00.000","","[Discoverer=ESSENCE; DiscoveryRef=CBET 717; PositionRef=CBET  717; Orig Type=Ia   ]",""
"3803","SN 2006md","01:11:31.490","+00:24:34.20","SN Ia","","Anon.           ","","","","","","","","","0","1","","22.2","","2006-10-15 00:00:00.000","","[Discoverer=ESSENCE; DiscoveryRef=CBET 717; PositionRef=CBET  717; Orig Type=Ia   ]",""
"3802","SN 2006mc","02:32:02.599","-09:07:21.22","SN Ia","","Anon.           ","","","","","","","","","0","1","","22.3","","2006-10-13 00:00:00.000","","[Discoverer=ESSENCE; DiscoveryRef=CBET 717; PositionRef=CBET  717; Orig Type=Ia   ]",""
"3801","SN 2006mb","02:30:54.300","-08:57:42.08","SN Ia","","Anon.           ","","","","","","","","","0","1","","21.6","","2006-10-13 00:00:00.000","","[Discoverer=ESSENCE; DiscoveryRef=CBET 717; PositionRef=CBET  717; Orig Type=Ia   ]",""
"3800","SN 2006ma","01:15:11.650","-00:28:03.11","SN Ia","","Anon.           ","","","","","","","","","0","1","","22.8","","2006-10-13 00:00:00.000","","[Discoverer=ESSENCE; DiscoveryRef=CBET 717; PositionRef=CBET  717; Orig Type=Ia   ]",""
"3797","SN 2006ly","02:34:42.379","-08:30:39.89","SN Ia","","Anon.           ","","","","","","","","","0","1","","21.9","","2006-09-16 00:00:00.000","","[Discoverer=ESSENCE; DiscoveryRef=CBET 717; PositionRef=CBET  717; Orig Type=Ia   ]",""
"3796","SN 2006lx","02:30:10.380","-08:06:54.00","SN Ia","","Anon.           ","","","","","","","","","0","1","","22.3","","2006-09-16 00:00:00.000","","[Discoverer=ESSENCE; DiscoveryRef=CBET 717; PositionRef=CBET  717; Orig Type=Ia   ]",""
"3795","SN 2006lw","02:08:33.670","-03:57:12.89","SN Ia","","Anon.           ","","","","","","","","","0","1","","21.5","","2006-09-16 00:00:00.000","","[Discoverer=ESSENCE; DiscoveryRef=CBET 717; PositionRef=CBET  717; Orig Type=Ia   ]",""
"3793","SN 2006lu","09:15:17.630","-25:36:00.29","SN Ia","","Anon.           ","","","","","","","","","0","1","","17.6","","2006-10-30 00:00:00.000","","[Discoverer=LOSS; DiscoveryRef=IAUC 8770; PositionRef=IAUC 8770; Orig Type=Ia   ]",""
"3790","SN 2006lr","02:38:52.961","+00:05:24.29","SN Ia","","Anon.           ","","","","","","","","","0","1","","21.9","","2006-10-16 00:00:00.000","","[Discoverer=Sloan Digital Sky Survey II; DiscoveryRef=CBET 713; PositionRef=CBET  713; Orig Type=Ia   ]",""
"3789","SN 2006lq","02:16:35.880","-00:09:18.50","SN Ia","","Anon.           ","","","","","","","","","0","1","","22.2","","2006-10-13 00:00:00.000","","[Discoverer=Sloan Digital Sky Survey II; DiscoveryRef=CBET 713; PositionRef=CBET  713; Orig Type=Ia   ]",""
"3788","SN 2006lp","00:27:05.681","-00:07:33.49","SN Ia","","Anon.           ","","","","","","","","","0","1","","21.8","","2006-10-13 00:00:00.000","","[Discoverer=Sloan Digital Sky Survey II; DiscoveryRef=CBET 713; PositionRef=CBET  713; Orig Type=Ia   ]",""
"3787","SN 2006lo","21:34:19.181","+00:35:20.80","SN Ia","","Anon.           ","","","","","","","","","0","1","","22.9","","2006-10-12 00:00:00.000","","[Discoverer=Sloan Digital Sky Survey II; DiscoveryRef=CBET 713; PositionRef=CBET  713; Orig Type=Ia   ]",""
"3786","SN 2006ln","23:15:19.910","-00:33:45.29","SN Ia","","Anon.           ","","","","","","","","","0","1","","21.3","","2006-10-11 00:00:00.000","","[Discoverer=Sloan Digital Sky Survey II; DiscoveryRef=CBET 713; PositionRef=CBET  713; Orig Type=Ia   ]",""
"3785","SN 2006lm","22:20:12.799","+00:24:35.78","SN Ia","","Anon.           ","","","","","","","","","0","1","","22.1","","2006-10-11 00:00:00.000","","[Discoverer=Sloan Digital Sky Survey II; DiscoveryRef=CBET 713; PositionRef=CBET  713; Orig Type=Ia   ]",""
"3784","SN 2006ll","22:07:28.140","-00:54:12.31","SN Ia","","Anon.           ","","","","","","","","","0","1","","22.5","","2006-10-11 00:00:00.000","","[Discoverer=Sloan Digital Sky Survey II; DiscoveryRef=CBET 713; PositionRef=CBET  713; Orig Type=Ia   ]",""
"3783","SN 2006lk","03:32:04.601","-00:06:00.61","SN Ia","","Anon.           ","","","","","","","","","0","1","","23.1","","2006-10-03 00:00:00.000","","[Discoverer=Sloan Digital Sky Survey II; DiscoveryRef=CBET 713; PositionRef=CBET  713; Orig Type=Ia   ]",""
"3782","SN 2006lj","00:10:43.620","+00:12:04.72","SN Ia","","Anon.           ","","","","","","","","","0","1","","23.5","","2006-09-27 00:00:00.000","","[Discoverer=Sloan Digital Sky Survey II; DiscoveryRef=CBET 713; PositionRef=CBET  713; Orig Type=Ia   ]",""
"3778","SN 2006lf","04:38:29.489","+44:02:01.50","SN Ia","","UGC 3108        ","","","","","","","","","0","1","","18","","2006-10-26 00:00:00.000","","[Discoverer=LOSS; DiscoveryRef=CBET 704; PositionRef=IAUC 8770; Orig Type=Ia   ]",""
"3777","SN 2006le","05:00:41.990","+62:15:19.01","SN Ia","","UGC 3218        ","","","","","","","","","0","1","","18","","2006-10-26 00:00:00.000","","[Discoverer=LOSS; DiscoveryRef=CBET 700; PositionRef=IAUC 8770; Orig Type=Ia   ]",""
"3774","SN 2006lb","03:19:28.190","-00:19:04.91","SN Ia","","Anon.           ","","","","","","","","","0","1","","20.9","","2006-10-20 00:00:00.000","","[Discoverer=Sloan Digital Sky Survey II; DiscoveryRef=CBET 688; PositionRef=CBET  688; Orig Type=Ia   ]",""
"3773","SN 2006la","22:42:48.341","-00:54:06.30","SN Ia","","Anon.           ","","","","","","","","","0","1","","21.2","","2006-10-17 00:00:00.000","","[Discoverer=Sloan Digital Sky Survey II; DiscoveryRef=CBET 688; PositionRef=CBET  688; Orig Type=Ia   ]",""
"3771","SN 2006kz","21:47:23.400","-00:29:40.81","SN Ia","","Anon.           ","","","","","","","","","0","1","","21.4","","2006-10-17 00:00:00.000","","[Discoverer=Sloan Digital Sky Survey II; DiscoveryRef=CBET 688; PositionRef=CBET  688; Orig Type=Ia   ]",""
"3770","SN 2006ky","21:18:40.399","-01:01:27.41","SN Ia","","Anon.           ","","","","","","","","","0","1","","21.5","","2006-10-17 00:00:00.000","","[Discoverer=Sloan Digital Sky Survey II; DiscoveryRef=CBET 688; PositionRef=CBET  688; Orig Type=Ia   ]",""
"3769","SN 2006kx","03:42:14.669","+00:28:41.81","SN Ia","","Anon.           ","","","","","","","","","0","1","","21.1","","2006-10-16 00:00:00.000","","[Discoverer=Sloan Digital Sky Survey II; DiscoveryRef=CBET 688; PositionRef=CBET  688; Orig Type=Ia   ]",""
"3768","SN 2006kw","02:14:57.979","+00:36:09.00","SN Ia","","Anon.           ","","","","","","","","","0","1","","21.2","","2006-10-16 00:00:00.000","","[Discoverer=Sloan Digital Sky Survey II; DiscoveryRef=CBET 688; PositionRef=CBET  688; Orig Type=Ia   ]",""
"3766","SN 2006ku","23:38:13.601","+01:14:56.80","SN Ia","","Anon.           ","","","","","","","","","0","1","","22.5","","2006-10-13 00:00:00.000","","[Discoverer=Sloan Digital Sky Survey II; DiscoveryRef=CBET 688; PositionRef=CBET  688; Orig Type=Ia   ]",""
"3765","SN 2006kt","21:35:50.321","-01:03:26.78","SN Ia","","Anon.           ","","","","","","","","","0","1","","21.5","","2006-10-12 00:00:00.000","","[Discoverer=Sloan Digital Sky Survey II; DiscoveryRef=CBET 688; PositionRef=CBET  688; Orig Type=Ia   ]",""
"3764","SN 2006ks","22:30:04.661","+00:00:13.21","SN Ia","","Anon.           ","","","","","","","","","0","1","","22.8","","2006-10-11 00:00:00.000","","[Discoverer=Sloan Digital Sky Survey II; DiscoveryRef=CBET 688; PositionRef=CBET  688; Orig Type=Ia   ]",""
"3763","SN 2006kr","00:19:19.680","+01:05:26.59","SN Ia","","Anon.           ","","","","","","","","","0","1","","22.2","","2006-10-11 00:00:00.000","","[Discoverer=Sloan Digital Sky Survey II; DiscoveryRef=CBET 688; PositionRef=CBET  688; Orig Type=Ia   ]",""
"3762","SN 2006kq","21:15:36.581","-00:19:17.11","SN Ia","","Anon.           ","","","","","","","","","0","1","","22.8","","2006-10-02 00:00:00.000","","[Discoverer=Sloan Digital Sky Survey II; DiscoveryRef=CBET 688; PositionRef=CBET  688; Orig Type=Ia   ]",""
"3761","SN 2006kp","02:11:11.659","+00:41:44.99","SN Ia","","Anon.           ","","","","","","","","","0","1","","23.3","","2006-10-01 00:00:00.000","","[Discoverer=Sloan Digital Sky Survey II; DiscoveryRef=CBET 688; PositionRef=CBET  688; Orig Type=Ia?  ]",""
"3760","SN 2006ko","01:28:59.950","+00:46:11.78","SN Ia","","Anon.           ","","","","","","","","","0","1","","22.3","","2006-10-01 00:00:00.000","","[Discoverer=Sloan Digital Sky Survey II; DiscoveryRef=CBET 688; PositionRef=CBET  688; Orig Type=Ia?  ]",""
"3758","SN 2006km","02:20:37.930","+00:20:54.20","SN Ia","","Anon.           ","","","","","","","","","0","1","","22","","2006-09-29 00:00:00.000","","[Discoverer=Sloan Digital Sky Survey II; DiscoveryRef=CBET 688; PositionRef=CBET  688; Orig Type=Ia   ]",""
"3757","SN 2006kl","00:31:33.281","-00:08:08.92","SN Ia","","Anon.           ","","","","","","","","","0","1","","21.3","","2006-09-28 00:00:00.000","","[Discoverer=Sloan Digital Sky Survey II; DiscoveryRef=CBET 688; PositionRef=CBET  688; Orig Type=Ia   ]",""
"3756","SN 2006kk","00:27:39.859","+00:38:58.20","SN Ia","","Anon.           ","","","","","","","","","0","1","","22.8","","2006-09-28 00:00:00.000","","[Discoverer=Sloan Digital Sky Survey II; DiscoveryRef=CBET 688; PositionRef=CBET  688; Orig Type=Ia   ]",""
"3755","SN 2006kj","03:24:32.810","+01:01:20.50","SN Ia","","Anon.           ","","","","","","","","","0","1","","20.9","","2006-09-27 00:00:00.000","","[Discoverer=Sloan Digital Sky Survey II; DiscoveryRef=CBET 688; PositionRef=CBET  688; Orig Type=Ia?  ]",""
"3754","SN 2006ki","21:06:34.181","-00:38:52.58","SN Ia","","Anon.           ","","","","","","","","","0","1","","23.2","","2006-09-20 00:00:00.000","","[Discoverer=Sloan Digital Sky Survey II; DiscoveryRef=CBET 688; PositionRef=CBET  688; Orig Type=Ia   ]",""
"3751","SN 2006kf","03:41:50.479","+08:09:24.98","SN Ia","","UGC 2829        ","","","","","","","","","0","1","","17.4","","2006-10-21 00:00:00.000","","[Discoverer=LOSS; DiscoveryRef=CBET 686; PositionRef=IAUC 8766; Orig Type=Ia   ]",""
"3750","SN 2006ke","05:52:37.380","+66:49:00.52","SN Ia","","UGC 3365        ","","","","","","","","","0","1","","18.7","","2006-10-19 00:00:00.000","","[Discoverer=LOSS; DiscoveryRef=CBET 682; PositionRef=IAUC 8766; Orig Type=Ia   ]",""
"3749","SN 2006kd","01:07:49.999","+00:49:41.48","SN Ia","","Anon.           ","","","","","","","","","0","1","","21.2","","2006-10-13 00:00:00.000","","[Discoverer=Sloan Digital Sky Survey II; DiscoveryRef=CBET 680; PositionRef=CBET  680; Orig Type=Ia   ]",""
"3748","SN 2006kc","22:30:10.610","-00:24:28.19","SN Ia","","Anon.           ","","","","","","","","","0","1","","21","","2006-10-12 00:00:00.000","","[Discoverer=Sloan Digital Sky Survey II; DiscoveryRef=CBET 680; PositionRef=CBET  680; Orig Type=Ia   ]",""
"3747","SN 2006kb","20:19:10.210","-01:03:52.20","SN Ia","","Anon.           ","","","","","","","","","0","1","","20.2","","2006-10-12 00:00:00.000","","[Discoverer=Sloan Digital Sky Survey II; DiscoveryRef=CBET 680; PositionRef=CBET  680; Orig Type=Ia   ]",""
"3746","SN 2006ka","02:18:26.681","+00:13:36.01","SN Ia","","Anon.           ","","","","","","","","","0","1","","21.9","","2006-10-11 00:00:00.000","","[Discoverer=Sloan Digital Sky Survey II; DiscoveryRef=CBET 680; PositionRef=CBET  680; Orig Type=Ia   ]",""
"3744","SN 2006jz","00:11:24.799","+00:42:09.79","SN Ia","","Anon.           ","","","","","","","","","0","1","","21.9","","2006-10-11 00:00:00.000","","[Discoverer=Sloan Digital Sky Survey II; DiscoveryRef=CBET 680; PositionRef=CBET  680; Orig Type=Ia   ]",""
"3743","SN 2006jy","01:02:56.340","+00:10:59.20","SN Ia","","Anon.           ","","","","","","","","","0","1","","21.7","","2006-10-04 00:00:00.000","","[Discoverer=Sloan Digital Sky Survey II; DiscoveryRef=CBET 680; PositionRef=CBET  680; Orig Type=Ia   ]",""
