"ID","Name","RA","DEC","Obj. Type","Redshift","Host Name","Host Redshift","Reporting Group/s","Discovery Data Source/s","Classifying Group/s","Associated Group/s","Disc. Internal Name","Disc. Instrument/s","Class. Instrument/s","TNS AT","Public","End Prop. Period","Discovery Mag/Flux","Discovery Filter","Discovery Date (UT)","Sender","Remarks","Ext. catalog/s"
"35821","SN 2019csl","11:26:11.952","+55:20:14.57","SN Ia","0.0686","","","ZTF, ATLAS","ZTF, ATLAS","ZTF","ATLAS; ZTF","ZTF19aamtwwv","ATLAS1 - ACAM1, P48 - ZTF-Cam","P60 - SEDM","1","1","","19.98","r-ZTF","2019-03-17 06:14:24.000","ZTF_Bot1","",""
"35812","SN 2019csd","20:45:24.370","-67:33:11.77","SN Ia","0.034067"," IC 5032","0.034067","ASAS-SN, GaiaAlerts","ASAS-SN, GaiaAlerts","ASAS-SN","ASAS-SN; GaiaAlerts","ASASSN-19ik","ASASSN-3 - Paczynski, ASASSN-5 - Payne-Gaposchkin, Gaia - Gaia-photometric","LCO-duPont - WFCCD","1","1","","16.6","g-Sloan","2019-03-24 03:38:52.000","Stanek","",""
"35800","SN 2019crr","15:51:21.166","+08:16:17.33","SN Ia","0.0701","","","ZTF, ATLAS","ZTF, ATLAS","ZTF","ATLAS; ZTF","ZTF19aanuuen","ATLAS1 - ACAM1, P48 - ZTF-Cam","P200 - DBSP","1","1","","18.68","g-ZTF","2019-04-02 11:33:31.000","ZTF_AMPEL_NEW","",""
"35798","SN 2019crp","16:04:30.058","+17:28:14.97","SN Ia","0.03961","","","ZTF, ATLAS, Pan-STARRS1","ZTF, ATLAS, Pan-STARRS1","ZTF","ATLAS; Pan-STARRS1; ZTF","ZTF19aaomkvl","ATLAS1 - ACAM1, P48 - ZTF-Cam, PS1 - GPC1","P60 - SEDM","1","1","","19.4","r-ZTF","2019-03-30 11:30:03.000","ZTF_AMPEL_NEW","",""
"35787","SN 2019cre","10:32:01.226","+18:09:38.24","SN Ia","0.0545","","","ZTF, ATLAS","ZTF, ATLAS","ZTF","ATLAS; ZTF","ZTF19aaneugz","ATLAS1 - ACAM1, P48 - ZTF-Cam","P60 - SEDM","1","1","","18.3","g-ZTF","2019-03-30 04:57:45.000","ZTF_AMPEL_COMPLETE","",""
"35786","SN 2019crd","10:37:10.345","+25:54:12.83","SN Ia","0.0531","","","ZTF, ATLAS","ZTF, ATLAS","ZTF","ATLAS; ZTF","ZTF19aanetjx","ATLAS1 - ACAM1, P48 - ZTF-Cam","P60 - SEDM","1","1","","18.23","r-ZTF","2019-03-30 04:57:06.000","ZTF_AMPEL_COMPLETE","",""
"35784","SN 2019crb","13:39:50.147","+20:17:59.47","SN Ia","0.099","","","ZTF","ZTF","None","ZTF","ZTF19aantarc","P48 - ZTF-Cam","LT - SPRAT","1","1","","19.93","g-ZTF","2019-03-30 08:03:09.000","ZTF_AMPEL_NEW","",""
"35782","SN 2019cqz","07:42:01.747","+73:15:38.16","SN Ia","0.1","","","ZTF, ATLAS","ZTF, ATLAS","ZTF","ATLAS; ZTF","ZTF19aaoaaap","ATLAS1 - ACAM1, P48 - ZTF-Cam","P200 - DBSP","1","1","","19.84","g-ZTF","2019-03-30 04:29:49.000","ZTF_AMPEL_NEW","",""
"35775","SN 2019cqs","04:34:13.049","-12:51:21.13","SN Ia","0.03835","GALEXASC J043412.96-125119.7","0.03835","ASAS-SN","ASAS-SN","ASAS-SN","ASAS-SN","ASASSN-19ih","ASASSN-3 - Paczynski, ASASSN-5 - Payne-Gaposchkin","LCO-duPont - WFCCD","1","1","","18","g-Sloan","2019-03-28 00:14:24.000","Stanek","",""
"35761","SN 2019cqe","18:18:33.356","+58:02:18.21","SN Ia","0.06","","","ZTF, Pan-STARRS1","ZTF, Pan-STARRS1","ZTF","Pan-STARRS1; ZTF","ZTF19aanuipj","P48 - ZTF-Cam, PS1 - GPC1","LT - SPRAT","1","1","","19.66","g-ZTF","2019-03-30 11:44:33.000","ZTF_AMPEL_NEW","",""
