"ID"    ,"Name"        ,"RA"           ,"DEC"          ,"Obj. Type" ,"Redshift" ,"Host Name"                  ,"Host Redshift" ,"Reporting Group/s"                              ,"Discovery Data Source/s"                        ,"Classifying Group/s"    ,"Associated Group/s"                             ,"Disc. Internal Name"   ,"Disc. Instrument/s"                                                                     ,"Class. Instrument/s"                      ,"TNS AT" ,"Public" ,"End Prop. Period" ,"Discovery Mag/Flux" ,"Discovery Filter" ,"Discovery Date (UT)"     ,"Sender"             ,"Remarks"                                                                                                                                                                                            ,"Ext. catalog/s"
"55244" ,"SN 2020eai"  ,"04:59:08.050" ,"+04:58:21.81" ,"SN Ib"     ,"0.015621" ,""                           ,""              ,"ZTF, Pan-STARRS1, ATLAS"                        ,"ZTF, Pan-STARRS1, ATLAS"                        ,"ZTF"                    ,"ATLAS; Pan-STARRS1; ZTF"                        ,"ZTF20aaskdhj"          ,"ATLAS1 - ACAM1, P48 - ZTF-Cam, PS1 - GPC1"                                              ,"LT - SPRAT"                               ,"1"      ,"1"      ,""                 ,"18.57"              ,"g-ZTF"            ,"2020-03-05 03:23:05.856" ,"ZTF_AMPEL_NEW"      ,""                                                                                                                                                                                                   ,""
"54657" ,"SN 2020dfs"  ,"12:41:23.294" ,"-09:17:34.06" ,"SN Ib"     ,"0.04106"  ,""                           ,""              ,"ATLAS, ZTF, Pan-STARRS1"                        ,"ATLAS, ZTF, Pan-STARRS1"                        ,"ZTF"                    ,"ATLAS; Pan-STARRS1; ZTF"                        ,"ATLAS20glr"            ,"ATLAS1 - ACAM1, P48 - ZTF-Cam, PS1 - GPC1"                                              ,"LT - SPRAT"                               ,"1"      ,"1"      ,""                 ,"19.831"             ,"cyan-ATLAS"       ,"2020-02-23 12:10:04.000" ,"ATLAS_Bot1"         ,""                                                                                                                                                                                                   ,""
"54225" ,"SN 2020cpg"  ,"13:52:17.980" ,"+13:34:31.73" ,"SN Ib"     ,"0.037"    ,""                           ,""              ,"ZTF, GaiaAlerts, ATLAS, Pan-STARRS1"            ,"ZTF, GaiaAlerts, ATLAS, Pan-STARRS1"            ,"None, ePESSTO+"         ,"ATLAS; GaiaAlerts; Pan-STARRS1; ZTF"            ,"ZTF20aanvmdt"          ,"ATLAS1 - ACAM1, Gaia - Gaia-photometric, P48 - ZTF-Cam, PS1 - GPC1"                     ,"ESO-NTT - EFOSC2-NTT, LT - SPRAT"         ,"1"      ,"1"      ,""                 ,"18.79"              ,"r-ZTF"            ,"2020-02-15 12:02:07.000" ,"ZTF_AMPEL_NEW"      ,""                                                                                                                                                                                                   ,""
"54127" ,"SN 2020cln"  ,"08:19:31.877" ,"-03:53:00.49" ,"SN Ib"     ,"0.041"    ,""                           ,""              ,"ZTF"                                            ,"ZTF"                                            ,"ePESSTO+"               ,"ZTF"                                            ,"ZTF20aamrryv"          ,"P48 - ZTF-Cam"                                                                          ,"ESO-NTT - EFOSC2-NTT"                     ,"1"      ,"1"      ,""                 ,"19.8124"            ,"r-ZTF"            ,"2020-02-12 06:33:50.000" ,"ZTF_CLU_PUBLIC"     ,""                                                                                                                                                                                                   ,""
"53533" ,"SN 2020bpf"  ,"06:55:23.490" ,"+27:43:19.09" ,"SN Ib"     ,"0.02723"  ,""                           ,""              ,"ZTF, ATLAS, GaiaAlerts"                         ,"ZTF, ATLAS, GaiaAlerts"                         ,"ZTF"                    ,"ATLAS; GaiaAlerts; ZTF"                         ,"ZTF20aalcyih"          ,"ATLAS1 - ACAM1, Gaia - Gaia-photometric, P48 - ZTF-Cam"                                 ,"P60 - SEDM"                               ,"1"      ,"1"      ,""                 ,"20.5059"            ,"g-ZTF"            ,"2020-01-28 04:38:29.000" ,"ZTF_CLU_PUBLIC"     ,""                                                                                                                                                                                                   ,""
"53457" ,"SN 2020bmj"  ,"13:12:31.930" ,"+04:51:59.51" ,"SN Ib"     ,"0.04787"  ,""                           ,""              ,"ATLAS, ZTF, GaiaAlerts"                         ,"ATLAS, ZTF, GaiaAlerts"                         ,"ZTF"                    ,"ATLAS; GaiaAlerts; ZTF"                         ,"ATLAS20etx"            ,"ATLAS1 - ACAM1, Gaia - Gaia-photometric, P48 - ZTF-Cam"                                 ,"P60 - SEDM"                               ,"1"      ,"1"      ,""                 ,"19.139"             ,"cyan-ATLAS"       ,"2020-01-30 13:22:04.000" ,"ATLAS_Bot1"         ,""                                                                                                                                                                                                   ,""
"53189" ,"SN 2020bcq"  ,"13:26:29.656" ,"+36:00:30.70" ,"SN Ib"     ,"0.018"    ,""                           ,""              ,"ZTF, ATLAS, YSE, Pan-STARRS1"                   ,"ZTF, ATLAS, Pan-STARRS1"                        ,"UCSC"                   ,"ATLAS; Pan-STARRS1; ZTF"                        ,"ZTF20aajcdad"          ,"ATLAS1 - ACAM1, P48 - ZTF-Cam, PS1 - GPC1"                                              ,"Lick-3m - KAST"                           ,"1"      ,"1"      ,""                 ,"19.11"              ,"g-ZTF"            ,"2020-01-27 11:23:53.000" ,"ZTF_AMPEL_NEW"      ,""                                                                                                                                                                                                   ,""
"53103" ,"SN 2020azk"  ,"13:02:47.923" ,"-05:02:30.23" ,"SN Ib"     ,"0.087"    ,""                           ,""              ,"YSE, Pan-STARRS1"                               ,"Pan-STARRS1"                                    ,"UCSC"                   ,"Pan-STARRS1"                                    ,"PS20je"                ,"PS1 - GPC1"                                                                             ,"Keck1 - LRIS"                             ,"1"      ,"1"      ,""                 ,"20.48"              ,"i-Sloan"          ,"2020-01-22 14:08:09.000" ,"YSE_Bot1"           ,""                                                                                                                                                                                                   ,""
"52986" ,"SN 2020avf"  ,"11:02:59.420" ,"-16:17:31.45" ,"SN Ib"     ,"0.013006" ,"NGC 3508"                   ,"0.013006"      ,"ALeRCE, GaiaAlerts, ATLAS"                      ,"ZTF, GaiaAlerts, ATLAS"                         ,"ePESSTO+, ZTF"          ,"ATLAS; GaiaAlerts; ZTF"                         ,"ZTF20aaiahra"          ,"ATLAS1 - ACAM1, Gaia - Gaia-photometric, P48 - ZTF-Cam"                                 ,"ESO-NTT - EFOSC2-NTT, P60 - SEDM"         ,"1"      ,"1"      ,""                 ,"18.8005"            ,"r-ZTF"            ,"2020-01-25 07:33:02.000" ,"ALeRCE"             ,""                                                                                                                                                                                                   ,""
"50972" ,"SN 2019yxp"  ,"14:16:32.130" ,"+57:48:28.80" ,"SN Ib"     ,"0.01042"  ,""                           ,""              ,"GaiaAlerts, ATLAS, Pan-STARRS1, ZTF"            ,"GaiaAlerts, ATLAS, Pan-STARRS1, ZTF"            ,"Padova-Asiago, ZTF"     ,"ATLAS; GaiaAlerts; Pan-STARRS1; ZTF"            ,"Gaia19ftw"             ,"ATLAS1 - ACAM1, Gaia - Gaia-photometric, P48 - ZTF-Cam, PS1 - GPC1"                     ,"P60 - SEDM"                               ,"1"      ,"1"      ,""                 ,"16.45"              ,"G-Gaia"           ,"2019-12-27 21:46:04.000" ,"Gaia_Bot1"          ,""                                                                                                                                                                                                   ,""
